0.08924,0.60820,-0.24241,-0.46070,0.15848,1.08085,-2.38922,-0.04917,-0.58452,-0.02304,-0.02021,-0.06985,-0.51789,-0.10122,3.69226,6.08027,1.62245,-3.75738,0.47202,1.82644,0.00234
0.08923,0.60601,-0.24254,-0.46078,0.15825,1.07891,-2.38941,-0.00231,-0.52664,-0.03105,-0.02034,-0.05407,-0.46535,-0.04563,20.88752,3.57679,7.91407,-0.48163,2.15414,1.74877,0.01058
0.08939,0.60403,-0.24263,-0.46086,0.15807,1.07717,-2.38939,0.03933,-0.47488,-0.02252,-0.02015,-0.04271,-0.41815,0.00383,21.24548,-0.50471,8.20919,1.37457,2.47222,1.75732,-0.00150
0.08971,0.60224,-0.24268,-0.46095,0.15789,1.07560,-2.38919,0.07639,-0.42862,-0.01080,-0.01986,-0.04297,-0.37568,0.04734,19.50209,-4.26992,7.48798,2.82287,2.39040,1.77389,0.00012
0.09017,0.60063,-0.24269,-0.46103,0.15772,1.07419,-2.38883,0.10995,-0.38688,-0.00214,-0.01941,-0.04260,-0.33752,0.08653,17.50987,-7.68962,6.66202,4.08225,2.29891,1.79005,0.00128
0.09075,0.59917,-0.24267,-0.46111,0.15754,1.07293,-2.38833,0.14027,-0.34927,0.00447,-0.01888,-0.04195,-0.30324,0.12182,15.67316,-10.76869,5.88314,5.20942,2.18523,1.80283,0.00180
0.09145,0.59786,-0.24262,-0.46118,0.15736,1.07180,-2.38769,0.16746,-0.31549,0.01075,-0.01836,-0.04375,-0.27242,0.15337,14.02986,-13.53883,5.17169,6.22376,2.05676,1.81238,0.00231
0.09225,0.59667,-0.24255,-0.46126,0.15715,1.07078,-2.38693,0.19163,-0.28527,0.01770,-0.01789,-0.04957,-0.24470,0.18145,12.56037,-16.03383,4.52887,7.13759,1.92866,1.81946,0.00294
0.09314,0.59560,-0.24245,-0.46133,0.15692,1.06986,-2.38607,0.21324,-0.25811,0.02415,-0.01746,-0.05548,-0.21978,0.20673,11.23285,-18.28557,3.95628,7.96072,1.83113,1.82530,0.00284
0.09411,0.59462,-0.24232,-0.46140,0.15667,1.06904,-2.38511,0.23257,-0.23372,0.03018,-0.01706,-0.06085,-0.19739,0.22956,10.04861,-20.31292,3.44455,8.70266,1.74424,1.82976,0.00243
0.09515,0.59374,-0.24217,-0.46147,0.15640,1.06830,-2.38407,0.24989,-0.21176,0.03576,-0.01668,-0.06372,-0.17728,0.25034,8.99056,-22.13773,2.98640,9.37116,1.66655,1.83319,0.00112
