0.10608,0.6128,-0.293,-0.46151,0.1895,1.08193,-2.39606,-0.02886,-0.64205,-0.07355,-0.01626,-0.05645,-0.58017,-0.11929,0.18521,-54.1489,-2.10664,24.64959,1.10166,4.04621,-0.02643
0.10598,0.61038,-0.2933,-0.46155,0.18933,1.07976,-2.3965,-0.02472,-0.57988,-0.07365,-0.00935,-0.03929,-0.51894,-0.10515,3.5099,4.90118,1.57604,-1.18951,0.67799,6.14888,0.03758
0.10605,0.6082,-0.2935,-0.46159,0.18918,1.07782,-2.39671,0.01831,-0.52302,-0.04821,-0.00929,-0.037,-0.46647,-0.05185,22.4627,4.92936,8.5053,1.38727,2.16974,5.58832,0.01728
0.10629,0.60624,-0.29351,-0.46163,0.18903,1.07607,-2.39673,0.05638,-0.47207,-0.00072,-0.00907,-0.03561,-0.41965,-0.00354,23.47511,-0.17285,8.95854,3.85966,2.50922,5.44668,-0.018
0.10666,0.60446,-0.29329,-0.46166,0.18888,1.0745,-2.39656,0.08942,-0.42646,0.05063,-0.00868,-0.0359,-0.37751,0.04022,21.77241,-5.52695,8.18983,6.05108,2.47971,5.35738,-0.03517
0.10716,0.60285,-0.29301,-0.4617,0.18875,1.07308,-2.39622,0.11928,-0.38495,0.0685,-0.00884,-0.03235,-0.33967,0.08189,20.9406,-10.84864,8.49106,8.24293,3.74874,5.2345,-0.00126
0.10777,0.60141,-0.29274,-0.46174,0.18859,1.07181,-2.39573,0.14755,-0.34713,0.06432,-0.00894,-0.03694,-0.30557,0.11814,21.5588,-15.34773,9.26183,10.31277,4.93387,5.10132,0.02364
0.10849,0.6001,-0.29248,-0.46177,0.18843,1.07066,-2.3951,0.17297,-0.31318,0.06245,-0.00901,-0.04015,-0.27492,0.15079,22.62953,-19.19009,9.96715,12.18508,5.63937,4.98706,0.0165
0.10931,0.59893,-0.29221,-0.46181,0.18825,1.06963,-2.39435,0.19573,-0.28274,0.06408,-0.009,-0.04242,-0.24735,0.18017,22.68442,-22.65803,10.0525,13.75626,5.91263,4.89494,0.00713
0.11021,0.59786,-0.29193,-0.46185,0.18807,1.06871,-2.39349,0.2161,-0.25543,0.06802,-0.00894,-0.04413,-0.22257,0.20661,21.91131,-25.82367,9.66637,15.07795,5.89316,4.81962,-0.00104
0.11119,0.5969,-0.29163,-0.46189,0.18788,1.06787,-2.39253,0.23429,-0.23092,0.07323,-0.00882,-0.04553,-0.20029,0.23042,20.62473,-28.71009,8.98845,16.20312,5.68971,4.75663,-0.00778
0.11223,0.59603,-0.2913,-0.46192,0.18768,1.06712,-2.39148,0.25055,-0.20892,0.07898,-0.00867,-0.04682,-0.18026,0.25188,19.06022,-31.33481,8.1507,17.17192,5.37871,4.70271,-0.01324
0.11333,0.59524,-0.29094,-0.46196,0.18748,1.06644,-2.39035,0.26507,-0.18917,0.0848,-0.00849,-0.04806,-0.16227,0.27121,17.37828,-33.71552,7.24309,18.01438,5.01237,4.6556,-0.01763
0.11449,0.59453,-0.29057,-0.46199,0.18727,1.06584,-2.38914,0.27803,-0.17144,0.0904,-0.00829,-0.04934,-0.1461,0.28864,15.68383,-35.87033,6.32474,18.7531,4.62548,4.61371,-0.02112
0.1157,0.59388,-0.29017,-0.46203,0.18706,1.06529,-2.38788,0.28959,-0.15552,0.09553,-0.00807,-0.05064,-0.13158,0.30435,14.03557,-37.81751,5.42994,19.40415,4.23985,4.5759,-0.02379
0.11695,0.59329,-0.28975,-0.46206,0.18685,1.06479,-2.38655,0.29991,-0.14123,0.10017,-0.00785,-0.052,-0.11855,0.31851,12.49068,-39.57401,4.58869,19.98378,3.87099,4.54168,-0.02596
0.11824,0.59275,-0.28932,-0.46209,0.18662,1.06435,-2.38517,0.30912,-0.12841,0.1043,-0.00761,-0.05341,-0.10684,0.33127,11.06363,-41.15657,3.81074,20.50123,3.52678,4.51036,-0.02767
0.11956,0.59227,-0.28887,-0.46212,0.1864,1.06395,-2.38374,0.31734,-0.1169,0.10792,-0.00737,-0.05484,-0.09634,0.34277,9.76327,-42.58134,3.10158,20.96503,3.21157,4.48161,-0.029
0.12091,0.59182,-0.2884,-0.46215,0.18616,1.06359,-2.38227,0.32466,-0.10657,0.11105,-0.00713,-0.05629,-0.08692,0.35312,8.59108,-43.86306,2.46239,21.38208,2.92705,4.45515,-0.03003
0.12229,0.59142,-0.28793,-0.46218,0.18592,1.06326,-2.38076,0.33119,-0.09731,0.11374,-0.00688,-0.05775,-0.07848,0.36244,7.54059,-45.01439,1.88973,21.75708,2.67194,4.43068,-0.03083
0.1237,0.59105,-0.28745,-0.46221,0.18567,1.06296,-2.37921,0.33701,-0.089,0.11602,-0.00665,-0.0592,-0.07092,0.37082,6.60452,-46.04873,1.37985,22.09518,2.44507,4.40811,-0.03144
0.12512,0.59071,-0.28696,-0.46223,0.18542,1.0627,-2.37764,0.3422,-0.08156,0.11794,-0.00642,-0.06062,-0.06414,0.37836,5.77438,-46.97769,0.9282,22.40045,2.24461,4.3873,-0.0319
0.12657,0.59039,-0.28646,-0.46226,0.18516,1.06245,-2.37603,0.34681,-0.0749,0.11952,-0.0062,-0.06201,-0.05808,0.38514,5.03982,-47.81183,0.52929,22.6762,2.06831,4.36812,-0.03224
0.12803,0.59011,-0.28595,-0.46228,0.1849,1.06223,-2.3744,0.35092,-0.06893,0.1208,-0.00598,-0.06335,-0.05266,0.39124,4.39012,-48.56082,0.17742,22.92529,1.91372,4.35048,-0.03246
0.12951,0.58984,-0.28545,-0.46231,0.18463,1.06203,-2.37275,0.35457,-0.06359,0.12183,-0.00578,-0.06465,-0.04782,0.3967,3.82235,-49.23273,-0.12982,23.15113,1.77901,4.33427,-0.03264
0.131,0.5896,-0.28494,-0.46233,0.18436,1.06185,-2.37108,0.35782,-0.05881,0.12266,-0.00559,-0.06588,-0.0435,0.4016,3.32452,-49.83558,-0.3985,23.35556,1.66182,4.31937,-0.03278
0.1325,0.58937,-0.28442,-0.46235,0.18408,1.06169,-2.36938,0.3607,-0.05455,0.12331,-0.0054,-0.06706,-0.03965,0.40599,2.88818,-50.37648,-0.63321,23.5406,1.56005,4.30569,-0.03288
0.13401,0.58916,-0.28391,-0.46238,0.18379,1.06154,-2.36768,0.36325,-0.05074,0.12382,-0.00523,-0.06817,-0.03622,0.40992,2.50595,-50.86177,-0.83803,23.7081,1.47181,4.29315,-0.03294
0.13554,0.58896,-0.28339,-0.4624,0.1835,1.0614,-2.36595,0.36551,-0.04735,0.1242,-0.00506,-0.06922,-0.03318,0.41342,2.17123,-51.29713,-1.01658,23.8597,1.39537,4.28167,-0.03297
0.13707,0.58878,-0.28287,-0.46242,0.18321,1.06127,-2.36422,0.3675,-0.04433,0.12448,-0.0049,-0.07021,-0.03048,0.41655,1.87813,-51.68771,-1.17214,23.99691,1.3292,4.27116,-0.03299
0.13861,0.5886,-0.28235,-0.46244,0.18291,1.06116,-2.36247,0.36925,-0.04164,0.12467,-0.00476,-0.07114,-0.02808,0.41934,1.62142,-52.03811,-1.30759,24.12107,1.27195,4.26156,-0.03299
0.14015,0.58844,-0.28183,-0.46246,0.18261,1.06105,-2.36071,0.37079,-0.03925,0.12479,-0.00462,-0.072,-0.02597,0.42181,1.39648,-52.35243,-1.42549,24.2334,1.22242,4.25279,-0.03298
0.1417,0.58829,-0.28131,-0.46247,0.18231,1.06095,-2.35895,0.37214,-0.03714,0.12485,-0.00449,-0.0728,-0.02411,0.424,1.19924,-52.6344,-1.52809,24.33501,1.17957,4.2448,-0.03297
0.14326,0.58814,-0.28079,-0.46249,0.182,1.06085,-2.35717,0.37331,-0.03527,0.12485,-0.00437,-0.07355,-0.02247,0.42593,1.02614,-52.88735,-1.61737,24.42691,1.14248,4.23751,-0.03295
0.14482,0.588,-0.28027,-0.46251,0.1817,1.06077,-2.35539,0.37433,-0.03362,0.12482,-0.00426,-0.07424,-0.02104,0.42764,0.87406,-53.11423,-1.69504,24.51,1.11036,4.23087,-0.03293
0.14638,0.58786,-0.27975,-0.46253,0.18138,1.06068,-2.3536,0.37521,-0.03216,0.12475,-0.00416,-0.07487,-0.01979,0.42913,0.74028,-53.31775,-1.76261,24.58511,1.08251,4.22483,-0.03291
0.14795,0.58774,-0.27923,-0.46255,0.18107,1.0606,-2.35181,0.37595,-0.03089,0.12466,-0.00406,-0.07546,-0.01871,0.43043,0.62242,-53.50028,-1.82141,24.653,1.05835,4.21933,-0.03289
0.14952,0.58761,-0.27871,-0.46256,0.18075,1.06053,-2.35001,0.37659,-0.02977,0.12454,-0.00397,-0.076,-0.01778,0.43156,0.51842,-53.66399,-1.87257,24.71433,1.03735,4.21433,-0.03288
0.15109,0.58749,-0.27819,-0.46258,0.18043,1.06046,-2.34821,0.37712,-0.0288,0.12441,-0.00388,-0.07649,-0.01698,0.43253,0.42648,-53.81079,-1.91709,24.76974,1.01908,4.20979,-0.03286
0.15266,0.58737,-0.27768,-0.46259,0.18011,1.06039,-2.3464,0.37755,-0.02796,0.12427,-0.00381,-0.07694,-0.0163,0.43336,0.34504,-53.94243,-1.95583,24.81979,1.00314,4.20566,-0.03285
0.15424,0.58726,-0.27716,-0.46261,0.17979,1.06033,-2.34459,0.37789,-0.02724,0.12411,-0.00373,-0.07735,-0.01574,0.43406,0.27273,-54.06045,-1.98955,24.86498,0.9892,4.20191,-0.03284
0.15581,0.58715,-0.27664,-0.46262,0.17947,1.06026,-2.34278,0.37816,-0.02662,0.12394,-0.00367,-0.07773,-0.01527,0.43464,0.20838,-54.16623,-2.0189,24.90578,0.97699,4.1985,-0.03283
0.15739,0.58704,-0.27613,-0.46264,0.17914,1.0602,-2.34097,0.37836,-0.0261,0.12377,-0.00361,-0.07807,-0.01489,0.43511,0.15096,-54.26104,-2.04444,24.9426,0.96626,4.19541,-0.03283
0.15896,0.58693,-0.27561,-0.46265,0.17882,1.06014,-2.33916,0.37849,-0.02566,0.12359,-0.00355,-0.07837,-0.01459,0.43548,0.09957,-54.34599,-2.06667,24.97583,0.9568,4.19261,-0.03283
0.16054,0.58683,-0.2751,-0.46267,0.17849,1.06008,-2.33734,0.37856,-0.02531,0.12341,-0.00349,-0.07865,-0.01437,0.43576,0.05345,-54.42206,-2.08602,25.0058,0.94843,4.19006,-0.03283
0.16212,0.58673,-0.27458,-0.46268,0.17816,1.06002,-2.33552,0.37858,-0.02502,0.12323,-0.00345,-0.0789,-0.01421,0.43596,0.01192,-54.49019,-2.10285,25.03284,0.94099,4.18775,-0.03284
