-0.08455,5.18224,0.26307,-3.24911,0.00422,-0.83653,0.00793
-3.72228,-42.9806,-2.70915,17.48707,0.55592,-1.38237,-0.00547
-21.83525,-40.95017,-9.20573,14.07749,-0.91347,-1.19164,-0.00084
-23.05947,-36.49762,-9.89646,11.92991,-1.37442,-1.15486,0.02521
-21.15436,-32.0407,-9.52585,10.26477,-2.14569,-1.12631,-0.01499
-20.12207,-28.21091,-9.23277,8.73527,-2.40067,-1.0934,-0.01727
-18.71188,-24.77069,-8.62922,7.4112,-2.3635,-1.072,-0.01398
-17.05327,-21.65846,-7.86147,6.26125,-2.19916,-1.05611,-0.01084
-15.377,-18.84827,-7.06794,5.24647,-1.9961,-1.04249,-0.00833
-13.79352,-16.31609,-6.31081,4.34214,-1.7899,-1.02986,-0.00633
-12.34226,-14.03634,-5.6135,3.53183,-1.59552,-1.01782,-0.00472
-11.02828,-11.98449,-4.98076,2.80406,-1.41802,-1.00627,-0.00346
-9.84539,-10.13806,-4.41063,2.14966,-1.25832,-0.99522,-0.00249
-8.79344,-8.47812,-3.90237,1.55995,-1.11554,-0.98468,-0.00163
-7.85374,-6.98515,-3.44798,1.02889,-0.98824,-0.97471,-0.00093
-7.01406,-5.64228,-3.04181,0.55064,-0.87494,-0.96533,-0.00035
-6.26374,-4.43446,-2.67882,0.11995,-0.77416,-0.95654,0.00013
-5.59318,-3.34808,-2.35443,-0.26793,-0.68455,-0.94835,0.00052
-4.99393,-2.37088,-2.06468,-0.61728,-0.60504,-0.94074,0.00085
-4.45853,-1.49192,-1.80603,-0.93194,-0.53467,-0.9337,0.00111
-3.97967,-0.70143,-1.57459,-1.21529,-0.47174,-0.92719,0.00134
-3.55086,0.00962,-1.36742,-1.47042,-0.41561,-0.92119,0.00154
-3.16687,0.64924,-1.18201,-1.70016,-0.3656,-0.91568,0.00171
-2.823,1.22459,-1.0161,-1.90703,-0.32106,-0.91062,0.00185
-2.51499,1.74215,-0.86763,-2.09331,-0.28139,-0.90599,0.00197
-2.23901,2.20777,-0.73475,-2.26106,-0.24607,-0.90174,0.00208
-1.99166,2.62662,-0.61578,-2.41211,-0.21459,-0.89786,0.00216
-1.76987,3.00343,-0.50925,-2.54811,-0.18654,-0.89432,0.00224
-1.57091,3.34244,-0.41382,-2.67057,-0.16152,-0.89109,0.00231
-1.39235,3.64744,-0.32831,-2.78083,-0.1392,-0.88814,0.00237
-1.23202,3.92189,-0.25166,-2.8801,-0.11928,-0.88546,0.00242
-1.08797,4.1688,-0.18293,-2.96947,-0.10148,-0.88301,0.00247
-0.95848,4.39099,-0.12126,-3.04993,-0.08557,-0.88079,0.00251
-0.84199,4.59094,-0.06592,-3.12236,-0.07134,-0.87877,0.00254
-0.73713,4.77089,-0.01621,-3.18756,-0.0586,-0.87693,0.00257
-0.64267,4.93283,0.02844,-3.24625,-0.04719,-0.87525,0.0026
-0.55751,5.0786,0.06859,-3.29908,-0.03695,-0.87373,0.00263
-0.48065,5.20982,0.10472,-3.34663,-0.02776,-0.87235,0.00265
-0.41122,5.32794,0.13724,-3.38942,-0.01949,-0.8711,0.00267
-0.34845,5.43431,0.16654,-3.42794,-0.01205,-0.86996,0.00269
-0.29161,5.53008,0.19297,-3.4626,-0.00534,-0.86892,0.0027
-0.2401,5.61633,0.21682,-3.49378,0.00072,-0.86798,0.00272
-0.19334,5.69403,0.23837,-3.52185,0.00619,-0.86713,0.00273
-0.15084,5.764,0.25787,-3.54709,0.01116,-0.86635,0.00274
-0.11214,5.82709,0.27553,-3.56981,0.01566,-0.86565,0.00275
-0.07685,5.88391,0.29155,-3.59024,0.01976,-0.86501,0.00276
-0.04461,5.93515,0.3061,-3.60862,0.0235,-0.86443,0.00277
-0.0151,5.98136,0.31933,-3.62516,0.02692,-0.8639,0.00278
0.01197,6.02302,0.33139,-3.64002,0.03005,-0.86342,0.00279
0.03686,6.06061,0.34239,-3.65339,0.03293,-0.86298,0.00279
0.05979,6.09456,0.35246,-3.66542,0.03559,-0.86262,0.00277
0.08068,6.12523,0.36146,-3.67627,0.03787,-0.86235,0.00272
0.09938,6.15297,0.36925,-3.68608,0.03965,-0.8621,0.00267
0.11652,6.17812,0.37625,-3.69495,0.04122,-0.86189,0.00264
0.13249,6.20089,0.38267,-3.70292,0.04266,-0.8617,0.00261
0.14744,6.22157,0.38858,-3.7101,0.044,-0.86153,0.00258
0.16151,6.24037,0.39404,-3.71656,0.04523,-0.86139,0.00256
0.17479,6.25746,0.3991,-3.72237,0.04638,-0.86127,0.00255
0.18736,6.27302,0.4038,-3.72759,0.04744,-0.86116,0.00254
0.1993,6.28721,0.40817,-3.73229,0.04843,-0.86108,0.00254
0.21067,6.30017,0.41224,-3.73652,0.04933,-0.86102,0.00255
0.22178,6.31205,0.41613,-3.74031,0.05016,-0.86098,0.00256
0.23378,6.32326,0.42017,-3.74371,0.0506,-0.86101,0.00257
0.24861,6.33411,0.42172,-3.74639,0.04212,-0.86093,0.00271
0.25452,6.34173,0.42407,-3.74923,0.04269,-0.8609,0.00275
0.2616,6.34884,0.42698,-3.75168,0.04345,-0.86088,0.00277
0.26884,6.35539,0.42994,-3.75386,0.04421,-0.86087,0.0028
0.27594,6.36142,0.43281,-3.75581,0.04493,-0.86087,0.00283
0.283,6.36669,0.43548,-3.75768,0.04559,-0.86128,0.00283
0.29008,6.37105,0.43789,-3.75956,0.04619,-0.86238,0.00281
0.29655,6.37585,0.44033,-3.76104,0.04673,-0.86245,0.00285
0.30299,6.38026,0.44274,-3.76235,0.04724,-0.86253,0.00288
0.30931,6.38434,0.44507,-3.76352,0.04772,-0.86262,0.00292
0.31515,6.38819,0.44694,-3.76457,0.04794,-0.86269,0.00297
0.31778,6.39195,0.44537,-3.76526,0.04636,-0.86247,0.00315
0.32188,6.39513,0.4466,-3.76629,0.04648,-0.86252,0.0032
0.32762,6.39832,0.44857,-3.76713,0.04681,-0.86263,0.00324
0.33367,6.40132,0.45066,-3.76785,0.04714,-0.86275,0.00328
0.33935,6.40399,0.4525,-3.76873,0.04736,-0.86325,0.00333
0.34464,6.40618,0.45409,-3.76944,0.04748,-0.86379,0.00338
0.3503,6.40873,0.45595,-3.77,0.04768,-0.86394,0.00343
0.35603,6.41116,0.45784,-3.77049,0.04787,-0.86411,0.00348
0.3617,6.41347,0.45967,-3.77093,0.04802,-0.86428,0.00352
0.36455,6.4152,0.45988,-3.77125,0.04755,-0.86427,0.00361
0.36309,6.41615,0.45765,-3.77148,0.04618,-0.86398,0.00374
0.36702,6.41809,0.4586,-3.77197,0.046,-0.86415,0.00381
0.37263,6.42013,0.46032,-3.7723,0.04603,-0.86437,0.00387
0.38466,6.42356,0.46529,-3.77278,0.04708,-0.865,0.00388
0.39392,6.42609,0.46882,-3.773,0.04763,-0.86543,0.00392
0.39932,6.42863,0.47051,-3.77388,0.04756,-0.86602,0.00398
0.40415,6.4306,0.47189,-3.77437,0.04739,-0.86638,0.00405
0.40903,6.43223,0.47328,-3.77459,0.0472,-0.86664,0.00412
0.41389,6.4338,0.47464,-3.77478,0.04697,-0.86691,0.00419
0.41886,6.43517,0.47602,-3.77477,0.04672,-0.86709,0.00426
0.42443,6.43571,0.47761,-3.77392,0.0465,-0.86687,0.00434
0.42267,6.43563,0.47559,-3.77387,0.04511,-0.86681,0.00448
0.42113,6.43595,0.4737,-3.77405,0.04373,-0.86682,0.00463
0.42492,6.4375,0.47448,-3.77437,0.04318,-0.86713,0.00473
0.44169,6.44134,0.48266,-3.77517,0.04531,-0.86857,0.0047
0.45202,6.44357,0.48678,-3.7752,0.04579,-0.86924,0.00476
0.45757,6.44508,0.4884,-3.77525,0.04539,-0.86965,0.00486
0.46541,6.4491,0.49146,-3.77468,0.04543,-0.86804,0.00493
0.47087,6.45088,0.49311,-3.7745,0.04497,-0.86796,0.00505
0.48386,6.45148,0.50464,-3.77638,0.05003,-0.87059,0.00477
0.49266,6.45668,0.50914,-3.77557,0.05039,-0.86766,0.005
0.48669,6.46368,0.51062,-3.77449,0.05776,-0.86055,0.00538
0.45414,6.4593,0.51599,-3.77778,0.1058,-0.86122,0.00544
0.48504,6.46853,0.5246,-3.77711,0.10633,-0.84571,0.01017
0.55626,6.48062,0.56709,-3.77378,0.13335,-0.84156,0.01069
0.6025,6.48628,0.58867,-3.77103,0.14138,-0.84188,0.01072
0.62284,6.4886,0.59498,-3.76995,0.1403,-0.8433,0.01066
0.62968,6.48945,0.59395,-3.76984,0.13546,-0.845,0.0106
0.63069,6.48974,0.59001,-3.77016,0.12941,-0.84671,0.01053
0.62961,6.48985,0.58525,-3.77063,0.12327,-0.84834,0.01046
0.62814,6.48993,0.58059,-3.77112,0.11751,-0.84986,0.01041
0.62699,6.49008,0.57641,-3.77158,0.1123,-0.85125,0.01035
0.62642,6.49031,0.57282,-3.77198,0.10767,-0.85252,0.0103
0.6265,6.49064,0.56983,-3.77233,0.10361,-0.85367,0.01026
0.62721,6.49107,0.56741,-3.77263,0.10007,-0.85472,0.01022
0.6285,6.49156,0.5655,-3.77287,0.097,-0.85568,0.01019
0.6303,6.49215,0.56406,-3.77309,0.09435,-0.85655,0.01016
0.63255,6.4928,0.56302,-3.77326,0.09208,-0.85734,0.01013
0.6352,6.4935,0.56235,-3.7734,0.09014,-0.85805,0.01011
0.6382,6.49427,0.56199,-3.77351,0.0885,-0.8587,0.01009
0.64149,6.49507,0.56192,-3.7736,0.08713,-0.8593,0.01007
0.64504,6.49591,0.56209,-3.77366,0.08598,-0.85983,0.01005
0.64882,6.4968,0.56249,-3.7737,0.08505,-0.86032,0.01004
0.65278,6.49771,0.56307,-3.77373,0.0843,-0.86077,0.01003
0.65691,6.49865,0.56382,-3.77374,0.08371,-0.86118,0.01002
0.66118,6.49961,0.56471,-3.77373,0.08327,-0.86154,0.01001
0.66558,6.50059,0.56574,-3.77372,0.08296,-0.86188,0.01001
0.67007,6.50157,0.56688,-3.77369,0.08276,-0.86219,0.01
0.67465,6.50258,0.56812,-3.77365,0.08266,-0.86247,0.01
0.67931,6.50357,0.56944,-3.77359,0.08266,-0.86272,0.01
0.68403,6.5046,0.57084,-3.77354,0.08273,-0.86295,0.01
